title,description,text,effort_hours
Automatisation complète des tests avec IA,Génération automatique de scénarios de test à partir de l'analyse du code par IA,Automatisation complète des tests avec IA Génération automatique de scénarios de test à partir de l'analyse du code par IA,48.0
Ajouter la fonctionnalité : Module d'analyse prédictive,Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,Ajouter la fonctionnalité : Module d'analyse prédictive Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,41.3
Intelligence artificielle de détection de fraude,Modèle de machine learning pour détecter les transactions frauduleuses en temps réel,Intelligence artificielle de détection de fraude Modèle de machine learning pour détecter les transactions frauduleuses en temps réel,60.0
Développer : Recherche avancée avec filtres multiples,"Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)","Développer : Recherche avancée avec filtres multiples Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)",13.1
Mettre en place Modifier le profil utilisateur,"Formulaire pour éditer nom, email et photo de profil","Mettre en place Modifier le profil utilisateur Formulaire pour éditer nom, email et photo de profil",7.6
Développer : Module de reporting avancé avec export multi-format,"Génération de rapports complexes avec agrégations, filtres dynamiques et export PDF/Excel","Développer : Module de reporting avancé avec export multi-format Génération de rapports complexes avec agrégations, filtres dynamiques et export PDF/Excel",38.4
Chatbot intelligent avec NLP,Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,Chatbot intelligent avec NLP Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,56.8
Page de contact avec carte,Formulaire de contact avec une carte Google Maps intégrée,Page de contact avec carte Formulaire de contact avec une carte Google Maps intégrée,6.0
Créer Ajouter un champ de recherche,Barre de recherche simple qui filtre une liste côté client,Créer Ajouter un champ de recherche Barre de recherche simple qui filtre une liste côté client,3.7
Page 404 personnalisée,Page d'erreur personnalisée avec redirection vers l'accueil,Page 404 personnalisée Page d'erreur personnalisée avec redirection vers l'accueil,2.1
Développer : Créer table des catégories,"CRUD basique pour gérer des catégories (ajout, édition, suppression)","Développer : Créer table des catégories CRUD basique pour gérer des catégories (ajout, édition, suppression)",8.7
Mettre en place Estimation automatique de l'effort par IA,Modèle de machine learning qui prédit l'effort nécessaire à partir de la description d'une tâche,Mettre en place Estimation automatique de l'effort par IA Modèle de machine learning qui prédit l'effort nécessaire à partir de la description d'une tâche,47.4
Créer Système de vidéoconférence intégrée,Appels vidéo entre utilisateurs directement dans l'application avec partage d'écran,Créer Système de vidéoconférence intégrée Appels vidéo entre utilisateurs directement dans l'application avec partage d'écran,51.7
Système de tags et étiquettes,Ajout d'un système de tags réutilisables sur plusieurs entités,Système de tags et étiquettes Ajout d'un système de tags réutilisables sur plusieurs entités,13.7
Mettre en place Système d'authentification à deux facteurs,Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,Mettre en place Système d'authentification à deux facteurs Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,34.5
Système de rôles et permissions,"Gestion de rôles (admin, manager, user) avec permissions différenciées par page","Système de rôles et permissions Gestion de rôles (admin, manager, user) avec permissions différenciées par page",21.7
Ajouter la fonctionnalité : Système de commentaires avec modération,Commentaires avec système de signalement et validation par un admin,Ajouter la fonctionnalité : Système de commentaires avec modération Commentaires avec système de signalement et validation par un admin,19.1
Système de géolocalisation en temps réel,Suivi de position en temps réel sur une carte avec historique des trajets,Système de géolocalisation en temps réel Suivi de position en temps réel sur une carte avec historique des trajets,40.0
Développer : Authentification utilisateur,Système de login et inscription avec validation email et hashage du mot de passe,Développer : Authentification utilisateur Système de login et inscription avec validation email et hashage du mot de passe,17.8
Changer le mot de passe,Formulaire simple de changement de mot de passe avec validation basique,Changer le mot de passe Formulaire simple de changement de mot de passe avec validation basique,5.0
Modifier le profil utilisateur,"Formulaire pour éditer nom, email et photo de profil","Modifier le profil utilisateur Formulaire pour éditer nom, email et photo de profil",6.1
Mettre en place Export CSV simple,Bouton pour exporter une liste en fichier CSV basique,Mettre en place Export CSV simple Bouton pour exporter une liste en fichier CSV basique,5.4
Mettre en place Module de facturation automatique récurrente,Génération automatique de factures récurrentes avec gestion des abonnements et relances,Mettre en place Module de facturation automatique récurrente Génération automatique de factures récurrentes avec gestion des abonnements et relances,33.7
Synchronisation temps réel multi-utilisateurs,Édition collaborative en temps réel avec gestion des conflits entre plusieurs utilisateurs,Synchronisation temps réel multi-utilisateurs Édition collaborative en temps réel avec gestion des conflits entre plusieurs utilisateurs,48.0
Développer : Estimation automatique de l'effort par IA,Modèle de machine learning qui prédit l'effort nécessaire à partir de la description d'une tâche,Développer : Estimation automatique de l'effort par IA Modèle de machine learning qui prédit l'effort nécessaire à partir de la description d'une tâche,47.9
Développer : Système de recommandation de produits,Moteur de recommandation basé sur l'historique d'achat et le comportement de l'utilisateur,Développer : Système de recommandation de produits Moteur de recommandation basé sur l'historique d'achat et le comportement de l'utilisateur,55.4
Moteur de scoring prédictif client,Modèle prédictif qui score les clients selon leur probabilité de conversion,Moteur de scoring prédictif client Modèle prédictif qui score les clients selon leur probabilité de conversion,60.5
Ajouter la fonctionnalité : Affichage des commentaires,"Liste des commentaires sous un article, sans modération","Ajouter la fonctionnalité : Affichage des commentaires Liste des commentaires sous un article, sans modération",4.5
Développer : Moteur de scoring prédictif client,Modèle prédictif qui score les clients selon leur probabilité de conversion,Développer : Moteur de scoring prédictif client Modèle prédictif qui score les clients selon leur probabilité de conversion,52.9
Dashboard avec statistiques,Tableau de bord affichant des graphiques et indicateurs clés à partir de la base de données,Dashboard avec statistiques Tableau de bord affichant des graphiques et indicateurs clés à partir de la base de données,18.9
Système de recherche full-text avec Elasticsearch,Intégration d'un moteur de recherche performant avec indexation et pertinence des résultats,Système de recherche full-text avec Elasticsearch Intégration d'un moteur de recherche performant avec indexation et pertinence des résultats,31.7
Ajouter la fonctionnalité : Intégration API de paiement multiple,"Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation","Ajouter la fonctionnalité : Intégration API de paiement multiple Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation",39.1
Ajout d'un système de favoris,Bouton pour ajouter/retirer un élément des favoris de l'utilisateur,Ajout d'un système de favoris Bouton pour ajouter/retirer un élément des favoris de l'utilisateur,6.5
Mettre en place Intégration API de paiement multiple,"Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation","Mettre en place Intégration API de paiement multiple Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation",41.2
Créer formulaire de contact,"Ajouter un formulaire simple avec nom, email et message, envoyé par mail","Créer formulaire de contact Ajouter un formulaire simple avec nom, email et message, envoyé par mail",5.3
Créer Créer table des catégories,"CRUD basique pour gérer des catégories (ajout, édition, suppression)","Créer Créer table des catégories CRUD basique pour gérer des catégories (ajout, édition, suppression)",8.2
Créer Ajouter bouton de suppression,Bouton pour supprimer un élément avec une confirmation basique,Créer Ajouter bouton de suppression Bouton pour supprimer un élément avec une confirmation basique,2.6
Créer Automatisation complète des tests avec IA,Génération automatique de scénarios de test à partir de l'analyse du code par IA,Créer Automatisation complète des tests avec IA Génération automatique de scénarios de test à partir de l'analyse du code par IA,43.1
Développer : Intégration API de paiement multiple,"Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation","Développer : Intégration API de paiement multiple Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation",43.7
Développer : Système de tags et étiquettes,Ajout d'un système de tags réutilisables sur plusieurs entités,Développer : Système de tags et étiquettes Ajout d'un système de tags réutilisables sur plusieurs entités,10.9
Créer Système d'authentification à deux facteurs,Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,Créer Système d'authentification à deux facteurs Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,34.0
Développer : Système de cache distribué,Mise en place de Redis pour la mise en cache distribuée sur plusieurs instances serveur,Développer : Système de cache distribué Mise en place de Redis pour la mise en cache distribuée sur plusieurs instances serveur,30.4
Développer : Système de recommandation basé sur le deep learning,Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,Développer : Système de recommandation basé sur le deep learning Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,71.3
Ajouter la fonctionnalité : Afficher liste des utilisateurs,Page qui affiche la liste des utilisateurs avec pagination simple,Ajouter la fonctionnalité : Afficher liste des utilisateurs Page qui affiche la liste des utilisateurs avec pagination simple,5.0
Système de validation en plusieurs étapes,"Workflow d'approbation à plusieurs niveaux (soumission, revue, validation finale)","Système de validation en plusieurs étapes Workflow d'approbation à plusieurs niveaux (soumission, revue, validation finale)",19.0
Système de messagerie en temps réel,"Chat en temps réel entre utilisateurs avec WebSockets, indicateurs de frappe et statut en ligne","Système de messagerie en temps réel Chat en temps réel entre utilisateurs avec WebSockets, indicateurs de frappe et statut en ligne",47.9
Système de recherche full-text avec Elasticsearch,Intégration d'un moteur de recherche performant avec indexation et pertinence des résultats,Système de recherche full-text avec Elasticsearch Intégration d'un moteur de recherche performant avec indexation et pertinence des résultats,39.0
Ajouter la fonctionnalité : Plateforme temps réel multi-tenant à grande échelle,Architecture supportant plusieurs organisations simultanément avec isolation des données et scalabilité,Ajouter la fonctionnalité : Plateforme temps réel multi-tenant à grande échelle Architecture supportant plusieurs organisations simultanément avec isolation des données et scalabilité,67.7
Système de tags et étiquettes,Ajout d'un système de tags réutilisables sur plusieurs entités,Système de tags et étiquettes Ajout d'un système de tags réutilisables sur plusieurs entités,12.0
Mettre en place Système de reconnaissance d'image,Intégration d'un modèle de vision par ordinateur pour classifier des images uploadées,Mettre en place Système de reconnaissance d'image Intégration d'un modèle de vision par ordinateur pour classifier des images uploadées,56.7
Développer : Système de recommandation basé sur le deep learning,Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,Développer : Système de recommandation basé sur le deep learning Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,64.1
Créer Page de contact avec carte,Formulaire de contact avec une carte Google Maps intégrée,Créer Page de contact avec carte Formulaire de contact avec une carte Google Maps intégrée,6.7
Mettre en place Système de validation en plusieurs étapes,"Workflow d'approbation à plusieurs niveaux (soumission, revue, validation finale)","Mettre en place Système de validation en plusieurs étapes Workflow d'approbation à plusieurs niveaux (soumission, revue, validation finale)",20.5
Mettre en place Système d'authentification à deux facteurs,Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,Mettre en place Système d'authentification à deux facteurs Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,25.7
Mettre en place Afficher liste des utilisateurs,Page qui affiche la liste des utilisateurs avec pagination simple,Mettre en place Afficher liste des utilisateurs Page qui affiche la liste des utilisateurs avec pagination simple,4.6
Système d'authentification à deux facteurs,Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,Système d'authentification à deux facteurs Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,31.4
Créer Liste des produits avec filtres simples,Affichage produits avec filtre par catégorie uniquement,Créer Liste des produits avec filtres simples Affichage produits avec filtre par catégorie uniquement,7.3
Créer Système de commentaires avec modération,Commentaires avec système de signalement et validation par un admin,Créer Système de commentaires avec modération Commentaires avec système de signalement et validation par un admin,16.1
Mettre en place Système de vidéoconférence intégrée,Appels vidéo entre utilisateurs directement dans l'application avec partage d'écran,Mettre en place Système de vidéoconférence intégrée Appels vidéo entre utilisateurs directement dans l'application avec partage d'écran,57.0
Système de cache distribué,Mise en place de Redis pour la mise en cache distribuée sur plusieurs instances serveur,Système de cache distribué Mise en place de Redis pour la mise en cache distribuée sur plusieurs instances serveur,26.1
Créer Page de contact avec carte,Formulaire de contact avec une carte Google Maps intégrée,Créer Page de contact avec carte Formulaire de contact avec une carte Google Maps intégrée,5.7
Mettre en place Calendrier des événements,Calendrier interactif affichant les événements avec vue mois/semaine,Mettre en place Calendrier des événements Calendrier interactif affichant les événements avec vue mois/semaine,17.0
Ajouter la fonctionnalité : Historique des actions utilisateur,Journal (log) qui trace les actions importantes effectuées par chaque utilisateur,Ajouter la fonctionnalité : Historique des actions utilisateur Journal (log) qui trace les actions importantes effectuées par chaque utilisateur,13.6
Développer : Système d'authentification à deux facteurs,Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,Développer : Système d'authentification à deux facteurs Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,28.9
Créer Système de validation en plusieurs étapes,"Workflow d'approbation à plusieurs niveaux (soumission, revue, validation finale)","Créer Système de validation en plusieurs étapes Workflow d'approbation à plusieurs niveaux (soumission, revue, validation finale)",18.4
Développer : Page 404 personnalisée,Page d'erreur personnalisée avec redirection vers l'accueil,Développer : Page 404 personnalisée Page d'erreur personnalisée avec redirection vers l'accueil,2.1
Ajout d'un menu de navigation,Menu responsive avec liens vers les pages principales,Ajout d'un menu de navigation Menu responsive avec liens vers les pages principales,4.0
Ajouter la fonctionnalité : Système de validation en plusieurs étapes,"Workflow d'approbation à plusieurs niveaux (soumission, revue, validation finale)","Ajouter la fonctionnalité : Système de validation en plusieurs étapes Workflow d'approbation à plusieurs niveaux (soumission, revue, validation finale)",19.9
Développer : Créer table des catégories,"CRUD basique pour gérer des catégories (ajout, édition, suppression)","Développer : Créer table des catégories CRUD basique pour gérer des catégories (ajout, édition, suppression)",7.5
Développer : Page 404 personnalisée,Page d'erreur personnalisée avec redirection vers l'accueil,Développer : Page 404 personnalisée Page d'erreur personnalisée avec redirection vers l'accueil,2.0
Ajouter la fonctionnalité : Système de notifications,Notifications en base de données affichées dans une cloche avec compteur non lus,Ajouter la fonctionnalité : Système de notifications Notifications en base de données affichées dans une cloche avec compteur non lus,16.8
Système de messagerie interne,"Chat simple entre utilisateurs avec historique des messages, sans temps réel","Système de messagerie interne Chat simple entre utilisateurs avec historique des messages, sans temps réel",20.0
Créer Module d'analyse prédictive,Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,Créer Module d'analyse prédictive Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,49.9
Mettre en place Système de géolocalisation en temps réel,Suivi de position en temps réel sur une carte avec historique des trajets,Mettre en place Système de géolocalisation en temps réel Suivi de position en temps réel sur une carte avec historique des trajets,41.0
Intégration API de paiement multiple,"Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation","Intégration API de paiement multiple Support de plusieurs passerelles de paiement (Stripe, PayPal, virement) avec réconciliation",37.6
Mettre en place Architecture microservices pour module critique,Refonte d'un module en microservice indépendant avec communication asynchrone,Mettre en place Architecture microservices pour module critique Refonte d'un module en microservice indépendant avec communication asynchrone,46.9
Mettre en place Liste des produits avec filtres simples,Affichage produits avec filtre par catégorie uniquement,Mettre en place Liste des produits avec filtres simples Affichage produits avec filtre par catégorie uniquement,7.0
Développer : Créer formulaire de contact,"Ajouter un formulaire simple avec nom, email et message, envoyé par mail","Développer : Créer formulaire de contact Ajouter un formulaire simple avec nom, email et message, envoyé par mail",5.8
Authentification utilisateur,Système de login et inscription avec validation email et hashage du mot de passe,Authentification utilisateur Système de login et inscription avec validation email et hashage du mot de passe,17.3
Développer : Ajouter bouton de suppression,Bouton pour supprimer un élément avec une confirmation basique,Développer : Ajouter bouton de suppression Bouton pour supprimer un élément avec une confirmation basique,3.3
Ajouter la fonctionnalité : Ajout d'un système de favoris,Bouton pour ajouter/retirer un élément des favoris de l'utilisateur,Ajouter la fonctionnalité : Ajout d'un système de favoris Bouton pour ajouter/retirer un élément des favoris de l'utilisateur,5.9
Créer Historique des actions utilisateur,Journal (log) qui trace les actions importantes effectuées par chaque utilisateur,Créer Historique des actions utilisateur Journal (log) qui trace les actions importantes effectuées par chaque utilisateur,12.1
Système de messagerie interne,"Chat simple entre utilisateurs avec historique des messages, sans temps réel","Système de messagerie interne Chat simple entre utilisateurs avec historique des messages, sans temps réel",22.1
Ajouter la fonctionnalité : Changer le mot de passe,Formulaire simple de changement de mot de passe avec validation basique,Ajouter la fonctionnalité : Changer le mot de passe Formulaire simple de changement de mot de passe avec validation basique,4.6
Mettre en place Système de validation en plusieurs étapes,"Workflow d'approbation à plusieurs niveaux (soumission, revue, validation finale)","Mettre en place Système de validation en plusieurs étapes Workflow d'approbation à plusieurs niveaux (soumission, revue, validation finale)",18.5
Mettre en place Système de recommandation basé sur le deep learning,Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,Mettre en place Système de recommandation basé sur le deep learning Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,62.1
Mettre en place Gestion des fichiers joints,"Permettre l'ajout de plusieurs fichiers (pdf, image) à une tâche avec prévisualisation","Mettre en place Gestion des fichiers joints Permettre l'ajout de plusieurs fichiers (pdf, image) à une tâche avec prévisualisation",17.0
Créer Synchronisation temps réel multi-utilisateurs,Édition collaborative en temps réel avec gestion des conflits entre plusieurs utilisateurs,Créer Synchronisation temps réel multi-utilisateurs Édition collaborative en temps réel avec gestion des conflits entre plusieurs utilisateurs,47.5
Développer : Automatisation complète des tests avec IA,Génération automatique de scénarios de test à partir de l'analyse du code par IA,Développer : Automatisation complète des tests avec IA Génération automatique de scénarios de test à partir de l'analyse du code par IA,47.4
Créer Export CSV simple,Bouton pour exporter une liste en fichier CSV basique,Créer Export CSV simple Bouton pour exporter une liste en fichier CSV basique,4.3
Ajouter la fonctionnalité : Système de reconnaissance d'image,Intégration d'un modèle de vision par ordinateur pour classifier des images uploadées,Ajouter la fonctionnalité : Système de reconnaissance d'image Intégration d'un modèle de vision par ordinateur pour classifier des images uploadées,60.1
Créer Système d'authentification à deux facteurs,Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,Créer Système d'authentification à deux facteurs Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,28.8
Upload et gestion d'images,Permettre l'upload d'images avec redimensionnement et stockage sécurisé,Upload et gestion d'images Permettre l'upload d'images avec redimensionnement et stockage sécurisé,15.0
Système d'authentification à deux facteurs,Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,Système d'authentification à deux facteurs Ajout de la 2FA par SMS ou application d'authentification avec gestion de la récupération,30.0
Mettre en place Intégration webhook multi-services,Système d'événements sortants vers plusieurs services externes avec retry automatique,Mettre en place Intégration webhook multi-services Système d'événements sortants vers plusieurs services externes avec retry automatique,33.1
Ajouter la fonctionnalité : Liste des produits avec filtres simples,Affichage produits avec filtre par catégorie uniquement,Ajouter la fonctionnalité : Liste des produits avec filtres simples Affichage produits avec filtre par catégorie uniquement,6.5
Page 404 personnalisée,Page d'erreur personnalisée avec redirection vers l'accueil,Page 404 personnalisée Page d'erreur personnalisée avec redirection vers l'accueil,2.2
Créer Dashboard avec statistiques,Tableau de bord affichant des graphiques et indicateurs clés à partir de la base de données,Créer Dashboard avec statistiques Tableau de bord affichant des graphiques et indicateurs clés à partir de la base de données,17.7
Système de rôles et permissions,"Gestion de rôles (admin, manager, user) avec permissions différenciées par page","Système de rôles et permissions Gestion de rôles (admin, manager, user) avec permissions différenciées par page",24.2
Modifier le profil utilisateur,"Formulaire pour éditer nom, email et photo de profil","Modifier le profil utilisateur Formulaire pour éditer nom, email et photo de profil",7.0
Mettre en place Intégration d'un système de tags dynamiques,Auto-complétion de tags existants lors de la saisie,Mettre en place Intégration d'un système de tags dynamiques Auto-complétion de tags existants lors de la saisie,10.0
Ajouter la fonctionnalité : Intégration paiement en ligne,"Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation","Ajouter la fonctionnalité : Intégration paiement en ligne Ajouter Stripe pour permettre aux clients de payer leurs commandes, avec gestion des erreurs et webhook de confirmation",43.8
Mettre en place Module de facturation automatique récurrente,Génération automatique de factures récurrentes avec gestion des abonnements et relances,Mettre en place Module de facturation automatique récurrente Génération automatique de factures récurrentes avec gestion des abonnements et relances,37.9
Chatbot intelligent avec NLP,Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,Chatbot intelligent avec NLP Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,55.9
Créer Intégration d'un système de tags dynamiques,Auto-complétion de tags existants lors de la saisie,Créer Intégration d'un système de tags dynamiques Auto-complétion de tags existants lors de la saisie,11.8
Système de recherche full-text avec Elasticsearch,Intégration d'un moteur de recherche performant avec indexation et pertinence des résultats,Système de recherche full-text avec Elasticsearch Intégration d'un moteur de recherche performant avec indexation et pertinence des résultats,32.2
Page 404 personnalisée,Page d'erreur personnalisée avec redirection vers l'accueil,Page 404 personnalisée Page d'erreur personnalisée avec redirection vers l'accueil,2.0
Créer Calendrier des événements,Calendrier interactif affichant les événements avec vue mois/semaine,Créer Calendrier des événements Calendrier interactif affichant les événements avec vue mois/semaine,16.2
Développer : Système de messagerie interne,"Chat simple entre utilisateurs avec historique des messages, sans temps réel","Développer : Système de messagerie interne Chat simple entre utilisateurs avec historique des messages, sans temps réel",17.5
Système de recommandation de produits,Moteur de recommandation basé sur l'historique d'achat et le comportement de l'utilisateur,Système de recommandation de produits Moteur de recommandation basé sur l'historique d'achat et le comportement de l'utilisateur,51.2
Créer Ajout d'un système de favoris,Bouton pour ajouter/retirer un élément des favoris de l'utilisateur,Créer Ajout d'un système de favoris Bouton pour ajouter/retirer un élément des favoris de l'utilisateur,5.8
Export CSV simple,Bouton pour exporter une liste en fichier CSV basique,Export CSV simple Bouton pour exporter une liste en fichier CSV basique,5.0
Page de contact avec carte,Formulaire de contact avec une carte Google Maps intégrée,Page de contact avec carte Formulaire de contact avec une carte Google Maps intégrée,5.9
Ajouter la fonctionnalité : Automatisation complète des tests avec IA,Génération automatique de scénarios de test à partir de l'analyse du code par IA,Ajouter la fonctionnalité : Automatisation complète des tests avec IA Génération automatique de scénarios de test à partir de l'analyse du code par IA,49.3
Développer : Authentification utilisateur,Système de login et inscription avec validation email et hashage du mot de passe,Développer : Authentification utilisateur Système de login et inscription avec validation email et hashage du mot de passe,14.2
Ajouter la fonctionnalité : Système de géolocalisation en temps réel,Suivi de position en temps réel sur une carte avec historique des trajets,Ajouter la fonctionnalité : Système de géolocalisation en temps réel Suivi de position en temps réel sur une carte avec historique des trajets,34.7
Créer Architecture microservices pour module critique,Refonte d'un module en microservice indépendant avec communication asynchrone,Créer Architecture microservices pour module critique Refonte d'un module en microservice indépendant avec communication asynchrone,44.3
Créer Affichage des commentaires,"Liste des commentaires sous un article, sans modération","Créer Affichage des commentaires Liste des commentaires sous un article, sans modération",4.8
Mettre en place Système de sécurité avec détection d'anomalies,Surveillance en temps réel du système avec détection d'anomalies via machine learning,Mettre en place Système de sécurité avec détection d'anomalies Surveillance en temps réel du système avec détection d'anomalies via machine learning,59.4
Développer : Automatisation complète des tests avec IA,Génération automatique de scénarios de test à partir de l'analyse du code par IA,Développer : Automatisation complète des tests avec IA Génération automatique de scénarios de test à partir de l'analyse du code par IA,50.0
Créer Ajouter un champ de recherche,Barre de recherche simple qui filtre une liste côté client,Créer Ajouter un champ de recherche Barre de recherche simple qui filtre une liste côté client,4.3
Créer Dashboard avec statistiques,Tableau de bord affichant des graphiques et indicateurs clés à partir de la base de données,Créer Dashboard avec statistiques Tableau de bord affichant des graphiques et indicateurs clés à partir de la base de données,18.5
Mettre en place Module de reporting avancé avec export multi-format,"Génération de rapports complexes avec agrégations, filtres dynamiques et export PDF/Excel","Mettre en place Module de reporting avancé avec export multi-format Génération de rapports complexes avec agrégations, filtres dynamiques et export PDF/Excel",37.3
Développer : Ajouter un champ de recherche,Barre de recherche simple qui filtre une liste côté client,Développer : Ajouter un champ de recherche Barre de recherche simple qui filtre une liste côté client,3.9
Développer : Intelligence artificielle de détection de fraude,Modèle de machine learning pour détecter les transactions frauduleuses en temps réel,Développer : Intelligence artificielle de détection de fraude Modèle de machine learning pour détecter les transactions frauduleuses en temps réel,56.6
Créer Système de tags et étiquettes,Ajout d'un système de tags réutilisables sur plusieurs entités,Créer Système de tags et étiquettes Ajout d'un système de tags réutilisables sur plusieurs entités,11.1
Développer : Ajouter bouton de suppression,Bouton pour supprimer un élément avec une confirmation basique,Développer : Ajouter bouton de suppression Bouton pour supprimer un élément avec une confirmation basique,2.9
Page 404 personnalisée,Page d'erreur personnalisée avec redirection vers l'accueil,Page 404 personnalisée Page d'erreur personnalisée avec redirection vers l'accueil,2.0
Créer formulaire de contact,"Ajouter un formulaire simple avec nom, email et message, envoyé par mail","Créer formulaire de contact Ajouter un formulaire simple avec nom, email et message, envoyé par mail",5.1
Page à propos statique,Page HTML statique avec texte de présentation de l'entreprise,Page à propos statique Page HTML statique avec texte de présentation de l'entreprise,2.1
Mettre en place Calendrier des événements,Calendrier interactif affichant les événements avec vue mois/semaine,Mettre en place Calendrier des événements Calendrier interactif affichant les événements avec vue mois/semaine,20.0
Mettre en place Intégration webhook multi-services,Système d'événements sortants vers plusieurs services externes avec retry automatique,Mettre en place Intégration webhook multi-services Système d'événements sortants vers plusieurs services externes avec retry automatique,28.2
Développer : Historique des actions utilisateur,Journal (log) qui trace les actions importantes effectuées par chaque utilisateur,Développer : Historique des actions utilisateur Journal (log) qui trace les actions importantes effectuées par chaque utilisateur,15.1
Développer : Système de sécurité avec détection d'anomalies,Surveillance en temps réel du système avec détection d'anomalies via machine learning,Développer : Système de sécurité avec détection d'anomalies Surveillance en temps réel du système avec détection d'anomalies via machine learning,60.9
Créer Système de géolocalisation en temps réel,Suivi de position en temps réel sur une carte avec historique des trajets,Créer Système de géolocalisation en temps réel Suivi de position en temps réel sur une carte avec historique des trajets,42.2
Ajouter la fonctionnalité : Recherche avancée avec filtres multiples,"Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)","Ajouter la fonctionnalité : Recherche avancée avec filtres multiples Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)",15.8
Intégration webhook multi-services,Système d'événements sortants vers plusieurs services externes avec retry automatique,Intégration webhook multi-services Système d'événements sortants vers plusieurs services externes avec retry automatique,30.3
Créer Authentification utilisateur,Système de login et inscription avec validation email et hashage du mot de passe,Créer Authentification utilisateur Système de login et inscription avec validation email et hashage du mot de passe,13.9
Système de recommandation basé sur le deep learning,Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,Système de recommandation basé sur le deep learning Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,65.2
Développer : Module de reporting avancé avec export multi-format,"Génération de rapports complexes avec agrégations, filtres dynamiques et export PDF/Excel","Développer : Module de reporting avancé avec export multi-format Génération de rapports complexes avec agrégations, filtres dynamiques et export PDF/Excel",35.4
Développer : Système de recherche full-text avec Elasticsearch,Intégration d'un moteur de recherche performant avec indexation et pertinence des résultats,Développer : Système de recherche full-text avec Elasticsearch Intégration d'un moteur de recherche performant avec indexation et pertinence des résultats,29.8
Créer Système de recommandation basé sur le deep learning,Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,Créer Système de recommandation basé sur le deep learning Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,55.4
Mettre en place Module de facturation automatique récurrente,Génération automatique de factures récurrentes avec gestion des abonnements et relances,Mettre en place Module de facturation automatique récurrente Génération automatique de factures récurrentes avec gestion des abonnements et relances,37.3
Système de traduction automatique intégré,Traduction en temps réel du contenu de l'application dans plusieurs langues via un modèle NLP,Système de traduction automatique intégré Traduction en temps réel du contenu de l'application dans plusieurs langues via un modèle NLP,43.9
Créer Automatisation complète des tests avec IA,Génération automatique de scénarios de test à partir de l'analyse du code par IA,Créer Automatisation complète des tests avec IA Génération automatique de scénarios de test à partir de l'analyse du code par IA,54.5
Développer : Authentification utilisateur,Système de login et inscription avec validation email et hashage du mot de passe,Développer : Authentification utilisateur Système de login et inscription avec validation email et hashage du mot de passe,17.7
Mettre en place Système de notifications,Notifications en base de données affichées dans une cloche avec compteur non lus,Mettre en place Système de notifications Notifications en base de données affichées dans une cloche avec compteur non lus,15.6
